"Activity"	"Subject"	"tbodyaccmeanx"	"tbodyaccmeany"	"tbodyaccmeanz"	"tbodyaccstdx"	"tbodyaccstdy"	"tbodyaccstdz"	"tgravityaccmeanx"	"tgravityaccmeany"	"tgravityaccmeanz"	"tgravityaccstdx"	"tgravityaccstdy"	"tgravityaccstdz"	"tbodyaccjerkmeanx"	"tbodyaccjerkmeany"	"tbodyaccjerkmeanz"	"tbodyaccjerkstdx"	"tbodyaccjerkstdy"	"tbodyaccjerkstdz"	"tbodygyromeanx"	"tbodygyromeany"	"tbodygyromeanz"	"tbodygyrostdx"	"tbodygyrostdy"	"tbodygyrostdz"	"tbodygyrojerkmeanx"	"tbodygyrojerkmeany"	"tbodygyrojerkmeanz"	"tbodygyrojerkstdx"	"tbodygyrojerkstdy"	"tbodygyrojerkstdz"	"tbodyaccmagmean"	"tbodyaccmagstd"	"tgravityaccmagmean"	"tgravityaccmagstd"	"tbodyaccjerkmagmean"	"tbodyaccjerkmagstd"	"tbodygyromagmean"	"tbodygyromagstd"	"tbodygyrojerkmagmean"	"tbodygyrojerkmagstd"	"fbodyaccmeanx"	"fbodyaccmeany"	"fbodyaccmeanz"	"fbodyaccstdx"	"fbodyaccstdy"	"fbodyaccstdz"	"fbodyaccmeanfreqx"	"fbodyaccmeanfreqy"	"fbodyaccmeanfreqz"	"fbodyaccjerkmeanx"	"fbodyaccjerkmeany"	"fbodyaccjerkmeanz"	"fbodyaccjerkstdx"	"fbodyaccjerkstdy"	"fbodyaccjerkstdz"	"fbodyaccjerkmeanfreqx"	"fbodyaccjerkmeanfreqy"	"fbodyaccjerkmeanfreqz"	"fbodygyromeanx"	"fbodygyromeany"	"fbodygyromeanz"	"fbodygyrostdx"	"fbodygyrostdy"	"fbodygyrostdz"	"fbodygyromeanfreqx"	"fbodygyromeanfreqy"	"fbodygyromeanfreqz"	"fbodyaccmagmean"	"fbodyaccmagstd"	"fbodyaccmagmeanfreq"	"fbodybodyaccjerkmagmean"	"fbodybodyaccjerkmagstd"	"fbodybodyaccjerkmagmeanfreq"	"fbodybodygyromagmean"	"fbodybodygyromagstd"	"fbodybodygyromagmeanfreq"	"fbodybodygyrojerkmagmean"	"fbodybodygyrojerkmagstd"	"fbodybodygyrojerkmagmeanfreq"	"angletbodyaccmean,gravity"	"angletbodyaccjerkmean,gravitymean"	"angletbodygyromean,gravitymean"	"angletbodygyrojerkmean,gravitymean"	"anglex,gravitymean"	"angley,gravitymean"	"anglez,gravitymean"	"subject"
"38"	"STANDING"	"8"	0.279620986111111	-0.0148113067148148	-0.106114996837037	-0.988815418148148	-0.938479429074074	-0.926065255185185	-0.990252236851852	-0.938316233148148	-0.920151622407407	-0.930075250925926	-0.536181876481482	-0.783154254444444	0.841091105185185	0.67100199462963	0.815178526259259	-0.955452190740741	-0.999524439444444	-0.996309967222222	-0.973342807222222	-0.992766930185185	-0.950812107222222	-0.913769714259259	-0.588012762703704	-0.489773943418519	-0.382635063944444	0.223072415166667	-0.0946486341574074	0.0564502201388889	0.120490500074074	0.113560933296296	-0.092835470272037	0.173218198277778	0.0198524092513333	0.220747969518519	-0.148519282783333	0.200041163998889	-0.227006304000926	0.0815340303212963	0.0514003347037037	0.308021805018519	0.957669921111111	-0.0904603488214815	-0.0979392024814815	-0.987690217222222	-0.958904114074074	-0.918293913703704	-0.988226458703704	-0.960472712037037	-0.919101183148148	0.886278220185185	-0.103754698288889	-0.0856609333148148	0.972215735185185	-0.0754310953792593	-0.113268447592593	-0.444439056851852	0.884915495555556	-0.984012242407407	-0.944307159074074	-0.98975006	-0.965858613518519	-0.92434450037037	-0.898988501148148	-0.957555905555556	-0.860276506888889	-0.465281178518519	0.48827436	-0.511386984814815	0.534724541111111	-0.482088940333333	0.45076412112963	-0.453322654351852	0.470603702222222	-0.461131372888889	0.469592478203704	-0.477734667296296	0.482981825092593	0.392110780740741	0.272111375081481	0.606261220481481	0.0753739045185185	0.00814951727462963	0.00322153267648148	-0.989198879814815	-0.976442140740741	-0.982610899259259	NA
"39"	"WALKING"	"8"	0.267404821505618	-0.0230755124998876	-0.110877609865169	-0.172733421214607	0.366034343707865	-0.0208041696247191	-0.211332226282022	0.308908779651685	-0.014899558347191	-0.0162016093033708	0.186895541655169	-0.209957069937079	0.113860669051685	-0.20881371358427	0.279271664617978	0.0817063322280899	-0.652250135393258	-0.635633933258427	-0.542121158269663	-0.268511914669663	-0.0211775951235955	-0.095242208905618	0.444634054831461	0.287672357550562	0.14307603938427	-0.359723548817978	0.27872977394382	-0.158026885077528	0.189082820396629	-0.18148009487191	0.126412627023371	0.203989776295506	-0.0929319049053933	-0.186290633405618	0.161021913213483	-0.0480391645303371	-0.008764919	-0.162615261662921	-0.190690990721348	0.11866936538764	0.889070361460674	-0.251302320224719	-0.189049905169404	-0.952603406853933	-0.944919405393258	-0.919569114382022	-0.953306208764045	-0.946511958764045	-0.921131900337079	0.831994083033708	-0.254349792022472	-0.177291954986517	0.893529034719101	-0.237179116516854	-0.206636793960674	0.0196082602921348	0.710963381685393	-0.888038077303371	-0.859124021011236	-0.956484935842697	-0.951657761797753	-0.927692878876405	-0.40836084957618	-1	-0.882560620898876	-0.574744925842697	0.63646713505618	-0.696944958426966	0.756170341797753	-0.196457606479663	0.190249272165169	-0.237061987809326	0.303680738744944	-0.443205207404494	0.491808843780112	-0.539011637752809	0.581984949438202	0.266292234760674	0.0789474052134831	-0.0671868792348315	0.0754262660058427	0.00324774684269663	-0.0314397350010112	-0.225487964505618	0.120506152851685	-0.412830044651685	NA
"40"	"WALKING_DOWNSTAIRS"	"8"	0.283484089210526	-0.0211058674973684	-0.107598135394737	0.0241393473736842	0.343826273105263	0.1337170395	-0.0663849588421053	0.281074332105263	0.104441772318421	0.372807846578947	0.273645487947368	-0.0535781705263158	-0.0906636641315789	-0.258982906805263	-0.0679813946052632	0.189369043668421	-0.469955246315789	-0.645007873684211	-0.413861743684211	-0.250101247236842	-0.0168393588947368	0.0229826460789474	0.322269204947368	0.273346306184211	0.288406072842105	-0.317208482236842	0.368069261052632	-0.285487031947368	0.235544627902632	-0.145747886725263	0.185792336092105	0.0927277486052632	-0.00683199497368421	-0.101763120088947	0.256095670657895	-0.14524020965	-0.0380775738	-0.277224629736842	-0.305593056121053	0.139198542178947	0.914023498421053	-0.187610243421053	-0.141817934963684	-0.945766561578947	-0.941580934473684	-0.897190012631579	-0.945728949473684	-0.941292762368421	-0.898139803421053	0.858895407894737	-0.192747339736842	-0.127803957115789	0.916652203157895	-0.173623312368421	-0.165905914586842	-0.206253878868421	0.772216689473684	-0.941418553421053	-0.906654128421053	-0.946549551842105	-0.942472448947368	-0.904007925	-0.368558670105263	-1	-0.695539882552632	-0.440394081842105	0.524901655789474	-0.608966599473684	0.692537812631579	-0.1128824241	0.125598460736842	-0.199330706376316	0.295857217947368	-0.179482969525263	0.247240636184211	-0.314705382447368	0.379418612855263	0.386330886236842	0.0204442385263158	-0.103306969952632	0.118938088342105	-0.0380193846210526	-0.0394356157631579	0.250143724521053	0.288140718789474	-0.0135136269	NA
"41"	"LAYING"	"9"	0.2591955368	-0.020526821662	-0.10754972144	-0.94233309	-0.9162927764	-0.9407072854	-0.94676803	-0.9185151018	-0.9441357138	-0.8874170998	-0.5315438022	-0.7721285042	0.7835273366	0.6503681078	0.8071825094	-0.9296915638	-0.9912436312	-0.9969854562	-0.9957235514	-0.9553824416	-0.9363879146	-0.952220602	-0.16571187738	-0.377707486806	-0.37337981062	-0.186009298552	0.05893914574	0.019860393882	0.06432811704	-0.02896265162	-0.071810197496	0.18417914505	0.039713231604	0.146297745242	-0.025407815818	0.1632805061118	-0.014595478614	-0.099479739646	-0.393128866154	0.17478719393	-0.5802528348	-0.1191541962	0.9578730416	-0.9218210626	-0.9699944882	-0.9712046902	-0.9239076792	-0.9703689336	-0.9727123584	-0.6123395472	-0.1346490934	0.9469567402	-0.5470816026	-0.0996191422	0.9508478186	-0.113796061954	-0.9659073306	-0.8038625418	0.7946377184	-0.9316486466	-0.9713888368	-0.9772629966	-0.69762605798	-0.730048165158	-0.6416543186	-0.72183018	0.7292664472	-0.7364939854	0.743678469	-0.6311552108	0.6088493506	-0.6106311228	0.6228448744	-0.261425685372	0.29946595844	-0.33747197008	0.37299036396	-0.10907899462	-0.43594731936	0.333730747512	0.08807344764	0.011561732718	-0.0070536778584	-0.9647404702	-0.9639966798	-0.958562455	NA
"42"	"SITTING"	"9"	0.24832674354	-0.02701677698	-0.07537846886	-0.9572277914	-0.875141405	-0.83200187268	-0.9616477008	-0.87424253746	-0.82417631484	-0.9118770784	-0.5189840856	-0.69931596932	0.7830224082	0.6321701446	0.7890782684	-0.88840476922	-0.9941343696	-0.9878044726	-0.9359776545	-0.966321735	-0.89030908456	-0.8141925404	-0.4078066568	-0.38770153254	-0.23624681928	-0.039143124872	0.10768987519	-0.025275444639	0.154806067022	-0.0411929099608	-0.04537336696	0.20164468672	0.01379690729	-0.082002268156	-0.001867134444	0.0884910088662	-0.056849358144	-0.08791744434	-0.32332389714	-0.100636305321	0.9163245106	-0.0414258228938	0.085263099144	-0.9552804062	-0.94645197	-0.88585411242	-0.9557381896	-0.948829247	-0.88781941604	0.8577237956	-0.051595203082	0.100739290148	0.9225026374	-0.03105214819	0.058092865578	-0.432211160932	0.79476589038	-0.9619360178	-0.8873583804	-0.9578443036	-0.9555978252	-0.8964114704	-0.84990299956	-0.688306620374	-0.57751196342	-0.455551482802	0.49523338946	-0.5351398362	0.5753406736	-0.6192955834	0.6077369264	-0.6218532656	0.6466321294	-0.6591721318	0.671911893	-0.6842639886	0.6933015304	-0.19699617892	-0.3191470646	-0.09185080816	0.077005006374	0.009817397262	-0.008674672651	-0.9645358564	-0.9567775448	-0.9618894376	NA
"43"	"STANDING"	"9"	0.282310057333333	-0.0200454954022222	-0.0952747481333333	-0.975741252444444	-0.938635759333333	-0.919295805777778	-0.980558838	-0.940488955777778	-0.915416241333333	-0.904517522222222	-0.540206065333333	-0.763253977333333	0.820962860444444	0.659900576222222	0.813150482	-0.945609971111111	-0.999159232	-0.997056425555556	-0.988928992444444	-0.986631775111111	-0.953967065111111	-0.911227601777778	-0.370887145111111	-0.473984515788889	-0.297475987377778	-0.0127935855111111	0.0449727119777778	0.0842017323177778	0.118562131851111	0.0940872818466667	-0.121038671815556	0.235550446088889	-0.0269135758155556	-0.0198676985888889	0.0161538101266667	0.101974812173333	-0.218391888237778	-0.0935411881911111	-0.193221483124444	-0.002906223	0.961323502222222	-0.010383816474	0.00914769235555555	-0.989103160444444	-0.972573867555556	-0.932245295111111	-0.989366848444444	-0.972834007777778	-0.933332048	0.889829702444444	-0.0294217858977778	0.0144807650666667	0.976995479777778	0.00816576986888889	-0.00609679332666667	-0.5297404364	0.894074395111111	-0.996496136666667	-0.958921658222222	-0.989936571333333	-0.973683052	-0.937224414	-0.962524145511111	-0.732521146977778	-0.675374649644444	-0.419084267111111	0.457020185555556	-0.495323916	0.534069391555556	-0.521951580755556	0.492906237933333	-0.495199829422222	0.511149019511111	-0.542931032222222	0.547683782222222	-0.552059178666667	0.553367227333333	-0.488674914244444	0.0777927468	0.0984196948444444	0.0760032053555556	0.0130699796066667	-0.004700785502	-0.969973398888889	-0.963849332888889	-0.970584264666667	NA
"44"	"WALKING"	"9"	0.270708268316832	-0.0187785508966337	-0.117805919148515	-0.298070888712871	-0.250458870792079	-0.152795838936238	-0.336184133267327	-0.252730905376238	-0.126943015329505	-0.116203185178119	-0.107067602371287	-0.345967682415842	0.27506692990099	0.31340448029703	0.319588961722772	-0.173449407313861	-0.745310579306931	-0.887125158910891	-0.663143349405941	-0.40558333980198	-0.404983686930693	-0.143827001748515	0.358504398376238	0.171595255235644	0.205283347474257	-0.411584572445545	0.262845045851485	0.0836210869029703	-0.00544822958019802	-0.206771531569307	0.119064224391089	0.225967744694059	-0.0659967970851485	-0.310289625459406	0.223897645156436	-0.0581161098277228	0.0150417459653465	-0.143287795382574	-0.0325836177643564	0.0254918471821782	0.927988408415842	-0.0345200136673267	-0.188702987843366	-0.968072642871287	-0.937318363960396	-0.925710204257426	-0.968211004950495	-0.938945228712871	-0.926893932772277	0.865144677722772	-0.0428280930167921	-0.177731989075347	0.937841085148515	-0.0265125028910891	-0.203814770250396	-0.320493446148515	0.809556200693069	-0.985145093762376	-0.882866511980198	-0.968696393861386	-0.943150984356436	-0.931424374059406	-0.654873653960396	-0.609663745640594	-0.890083637029703	-0.420671768514851	0.50551103990099	-0.588391653168317	0.669217491188119	-0.312116190135644	0.325911427540594	-0.387299379019802	0.466331108405941	-0.540356501782178	0.600420391881188	-0.659889293267327	0.715701307722772	-0.0765793645574257	0.326920503841584	-0.0022695137019802	0.0698491327792079	0.0115422843474257	0.00585187584217822	-0.269103441227723	-0.42694614019802	-0.525002568910891	NA
"45"	"WALKING_DOWNSTAIRS"	"9"	0.295923445	-0.0203994269075476	-0.0910278793952381	0.213392270547619	-0.208310705504762	-0.00771530035714285	0.118335010390476	-0.241144677030952	-0.0370665930952381	0.556871275714286	-0.00681334826190476	-0.355196187142857	0.0997367965809524	0.245789670547619	0.028194970452381	0.112979739057143	-0.257661884785714	-0.870479396904762	-0.513666015619048	-0.183498240253095	-0.43360038052619	-0.189607548571429	0.15154141122381	0.177969319714286	0.39563725952381	-0.39939454452381	0.219449316357143	-0.0238766843809524	0.177063460233333	-0.0384247676428571	0.108178726859524	-0.0535072519642857	0.295375433	-0.12385522845119	0.101750514107143	-0.0149266098619048	0.099636607282619	-0.0467349956904762	-0.683131650714286	-0.00103673464285714	0.938417773333333	-0.0352304645104762	-0.082276174942619	-0.952141220714286	-0.936306558809524	-0.876641297380952	-0.953754701666667	-0.93777135	-0.877360171190476	0.882236051190476	-0.0433361927857143	-0.063409148952381	0.941581258571429	-0.0272975885619048	-0.110399722878571	-0.643241139047619	0.834620025238095	-0.996028563809524	-0.961279103095238	-0.956302020238095	-0.942092905952381	-0.880319120238095	-0.587290247857143	-0.586875411809524	-0.565291757785714	-0.587665033571429	0.657711224523809	-0.726670172857143	0.794520822857143	-0.342892965	0.340808643571429	-0.383569355	0.443864571428571	-0.469272175714286	0.535640580952381	-0.601976977380952	0.665313227380952	-0.0142493738571429	0.0460311244333333	0.211249326452381	0.130193043809524	-0.0206865965952381	0.00262568854761905	0.017623342197619	-0.3094424725	-0.359513362761905	NA
"46"	"LAYING"	"10"	0.280230574137931	-0.024294484137931	-0.117168642362069	-0.968283685	-0.946454302068966	-0.95947148637931	-0.971360300862069	-0.947498060982759	-0.959314181051724	-0.90538594637931	-0.543414602758621	-0.80279868637931	0.819315516034483	0.664528589310345	0.815019588793103	-0.956061028793103	-0.996530072931034	-0.992708561206897	-0.987558808793103	-0.97712414137931	-0.958601128344828	-0.960443643413793	-0.428352278275862	-0.569606762362069	-0.503718360172414	-0.0241561110482759	0.0219982522931034	0.146688152625862	-0.0840215634603448	0.238567041026724	-0.115937691537931	0.193591561536207	0.0647649155482759	0.300488575431034	-0.097592643387931	0.130757623763793	-0.119934528360345	-0.0911137864215517	-0.130919068544828	0.198550505132759	-0.453069737586207	-0.139297681034483	-0.031121624137931	-0.954531941896552	-0.966701156034483	-0.963045642431035	-0.955430987068966	-0.966755380344828	-0.963181248051724	-0.503595640862069	-0.152875210517241	-0.0299760153448276	-0.415941638448276	-0.119156407241379	-0.035570275	-0.171133100001724	-0.994074362413793	0.335965812241379	-0.319317465	-0.959368739137931	-0.967689058344828	-0.964364281034483	-0.695003860603448	-0.823644203758621	-0.768069073362069	-0.471325881068966	0.491889354051724	-0.512578968362069	0.533507895362069	-0.237594309789655	0.210242213718966	-0.233934792127586	0.278933501	-0.243731035801724	0.261306095793103	-0.278667443534483	0.293544042381034	-0.0922139738793104	-0.335230738517241	0.267568776551724	0.073815064487931	0.015698997097069	0.00716689586275862	-0.978007466724138	-0.966930793448276	-0.976256662586207	NA
"47"	"SITTING"	"10"	0.270612056481481	-0.015042681852037	-0.104253238796296	-0.982901825925926	-0.917979529962963	-0.967826981666667	-0.984285968148148	-0.916248878703704	-0.968075529259259	-0.930557789444444	-0.530187893888889	-0.800206664444444	0.831042660740741	0.665760314074074	0.832938708333333	-0.960902395740741	-0.999084275740741	-0.989866418703704	-0.996959136296296	-0.985863124074074	-0.932455339444444	-0.970469402777778	-0.546289455455556	-0.506736375592593	-0.491780777216667	0.167071479222222	-0.107684302981481	0.113326097403704	0.0503992037962963	0.133180324918519	-0.133497250381481	0.225243018494259	-0.0520320732111111	0.280993457685185	-0.131634714774074	0.117422348933333	-0.0119381965444444	-0.042163691537037	-0.166637015509259	-0.0659910681962963	0.791887198148148	-0.041260775	0.20253457287037	-0.973128354074074	-0.935690006481481	-0.966898520555556	-0.974069460925926	-0.938546448703704	-0.968334585	0.729025602407407	-0.0482690980555556	0.199256420777778	0.805966876296296	-0.0344205616666667	0.195420551648148	0.255464995537037	0.4903428	-0.642956951666667	-0.90029046962963	-0.97654509037037	-0.948152738148148	-0.974102599074074	-0.823305793481481	-0.781796086481481	-0.712846540814815	-0.483908272703704	0.505768819814815	-0.527685131851852	0.549765430740741	-0.473409906688889	0.432729719162593	-0.425847185590741	0.433980153203704	-0.386167355646296	0.411974786185185	-0.43753593937037	0.460279115266667	-0.00332495316666666	-0.0799920948407407	-0.0573292534518519	0.0775372505185185	0.00897875458703704	-0.00499566427666667	-0.988946414074074	-0.980756789814815	-0.988255803703704	NA
"48"	"STANDING"	"10"	0.276650300681818	-0.0155418603409091	-0.107964083931818	-0.978403481818182	-0.919561843409091	-0.941271440454545	-0.984416503181818	-0.925313610909091	-0.941877510227273	-0.907958480681818	-0.512570946136364	-0.786048819545455	0.81073652	0.65087373	0.814098061363636	-0.953053126136364	-0.999308628636364	-0.997165463409091	-0.994342438636364	-0.989971136363636	-0.945057450454545	-0.945542254545455	-0.438524941363636	-0.367262308522727	-0.430990222477273	0.277510257379545	-0.0822947804931818	0.165562632	0.0570677224272727	0.00844508464195455	-0.0626740147740909	0.271094555477273	-0.0948689461363636	0.131338112431818	-0.0829666066136364	0.116661699899773	-0.130514072427045	-0.0786718635545455	-0.100090473340909	-0.0250130712954546	0.954008785454545	-0.0431597830454545	0.0346980210431818	-0.991259485	-0.975410724090909	-0.959579657727273	-0.991358559772727	-0.975738334318182	-0.960852715909091	0.882666365909091	-0.0623562033409091	0.0347141997136364	0.9714513925	-0.0236647114772727	0.0265497161295455	-0.395440702727273	0.874848220681818	-0.938295019545455	-0.992124777954545	-0.991861869772727	-0.9771311375	-0.964374215227273	-0.961606731363636	-0.740406301022727	-0.563085207111364	-0.235012648659091	0.270803883522727	-0.306823948840909	0.343128399159091	-0.442755361431818	0.417175808863636	-0.428589985794545	0.455713875590909	-0.543336219545455	0.552290575454545	-0.560929054772727	0.566533531136364	-0.123337770113636	-0.107895052059091	0.0985991069090909	0.0809784390227273	0.0119007630575	-0.00485841031477273	-0.964311490454545	-0.941328663409091	-0.9764306	NA
"49"	"WALKING"	"10"	0.2731915317	-0.015783027387	-0.113345279222	-0.17066436362	-0.014663729696	-0.244412899973	-0.2321909139	-0.051970307906	-0.23972339197	0.082986316455	0.081524892046	-0.188258561532	0.05422688971	0.128729293396	0.44871805494	-0.091641670374	-0.6489365252	-0.8077160602	-0.7197988956	-0.33101015148	-0.30648531342	-0.268031487759	0.4562374378	0.218879594152	0.038981249129	-0.334815800776	0.2902946889939	-0.14354798277	0.173645494982	-0.054895166059	0.110509168185	0.111126806937	0.027652464421	-0.05811762380555	0.103891587721	-0.037797116661	-0.126917836144	-0.112550698479	-0.1116556792885	-0.0636208574	0.9484135223	-0.07101518484	0.03980544283477	-0.9672821878	-0.9550993277	-0.91409779	-0.9682771662	-0.9555263981	-0.9166564395	0.8857421509	-0.08404719917	0.05229214506	0.9566978814	-0.05721860234	0.0213769530306	-0.4738814408	0.8604639218	-0.9371550936	-0.9954232067	-0.9697562559	-0.9568033924	-0.9249539234	-0.730521673	-0.649609440965	-0.22675538083	-0.4533198647	0.5265864035	-0.5978533803	0.667052999	-0.100036470152	0.132410859291	-0.226991223331	0.34340926857	-0.31091383214	0.332569359165	-0.35223497965	0.367507877438	-0.098756215	-0.252876495895	-0.034461892914	0.075965999157	0.014680489864	-0.032765183453	-0.11565900619	-0.043774786748	-0.5567159658	NA
"50"	"WALKING_DOWNSTAIRS"	"10"	0.290401594315789	-0.0200050770710526	-0.110848597247368	0.295733547631579	0.00407915363157895	-0.183557562032895	0.238117344078947	-0.0266684508105263	-0.203851933973684	0.550059192368421	0.0479110281263158	-0.0126495390947368	-0.156450969	0.130143913771053	0.289993150421053	0.189772199631579	-0.155477924868421	-0.79611432	-0.690634855526316	0.106287421653421	-0.278177829947368	-0.260228279431579	0.342976543421053	0.221561785697368	0.127159054684211	-0.354066845526316	0.305061414973684	-0.290672934582053	0.373342851955263	-0.0152483362131579	0.0432248973931579	0.125135577112368	0.186782665348947	0.106313992157895	0.0817178478552632	-0.107302694710526	-0.0553484576918421	-0.140486638289474	0.0563234309473684	-0.0941661335	0.939807421052632	-0.0646160768947368	0.0418715409263158	-0.939267613157895	-0.937003823684211	-0.902085224736842	-0.939334077631579	-0.938204574210526	-0.903797883421053	0.886134392368421	-0.0713833689105263	0.0546430461289474	0.938309053947368	-0.0552319088421053	0.0197171149865789	-0.637683153684211	0.838052620789474	-0.972373378421053	-0.994508409210526	-0.939095458684211	-0.941087072368421	-0.909905748157895	-0.529655370526316	-0.574348522482632	-0.217206736163158	-0.576853445263158	0.654746103947368	-0.732040355789474	0.808709983421053	-0.229563556105263	0.269468964947368	-0.365109303947368	0.480989042368421	-0.309447096763158	0.343319049342105	-0.376200957992105	0.405667760394737	0.105778192815789	-0.3518677525	-0.0216573754473684	0.100959387447368	0.0107824902368421	0.000152617173684209	0.223275806105263	-0.105020355562895	-0.318188417289474	NA
"51"	"LAYING"	"11"	0.280592970877193	-0.0176598052315789	-0.108786578070175	-0.98477733	-0.972196873859649	-0.971311176842105	-0.986755605438597	-0.974316431578947	-0.97357199245614	-0.925159091578947	-0.557098157192983	-0.803127134035088	0.832556698070175	0.677448278596491	0.82905954122807	-0.979845680350877	-0.999422911754386	-0.999313143157895	-0.99833016245614	-0.988663179473684	-0.980780259473684	-0.979083903157895	-0.53760681177193	-0.602879245789474	-0.517038482035088	0.125850110912281	-0.06713134983	0.0372597250052632	0.145954305342105	0.236240604368421	-0.0826570739308772	0.181984018315789	0.167009028540351	0.218421208544386	-0.0752359298280702	0.0806464545650877	0.0186737282333333	-0.20833027533386	-0.0324846536807018	-0.299803529087719	-0.134832031403509	0.943017941403509	0.112620189964912	-0.97956560245614	-0.990765579649123	-0.984192606315789	-0.980556499122807	-0.990911960526316	-0.984614473859649	-0.195266400192982	0.89338992877193	0.107499499631579	-0.097764695877193	0.953076756140351	0.111892620789474	-0.218018063438597	-0.893494589473684	0.782138426666667	-0.967951815614035	-0.981824096315789	-0.991274734035088	-0.986013702807018	-0.679568857349123	-0.832607018010526	-0.726319770666667	-0.516057562508772	0.532756442982456	-0.549417465438596	0.566161274385965	-0.123674049487719	0.108214358392281	-0.152166209749123	0.220051462196491	-0.334517700263158	0.357181335510526	-0.379628602701754	0.399394481894737	-0.365905131894737	-0.122153674824561	-0.0111856699403509	0.0766645337017544	0.0122193853629825	0.00277690502070175	-0.985259108596491	-0.972777455263158	-0.982111784210526	NA
"52"	"SITTING"	"11"	0.276590197358491	-0.0149195616754717	-0.112840218339623	-0.982796562075472	-0.921402118113208	-0.968370181886792	-0.985517825283019	-0.922185628113208	-0.967861999622642	-0.921792559811321	-0.519116823207547	-0.808417803773585	0.829553076792453	0.668913077735849	0.82619502509434	-0.963030721698113	-0.999589261698113	-0.993810610377359	-0.997444678867925	-0.989214302264151	-0.940431281698113	-0.967388583773585	-0.492118272301887	-0.439726923962264	-0.492934074943396	0.126443288843396	-0.0633717070377358	0.0850651979792453	0.116609139581132	0.0907564684528302	-0.0741222941792453	0.229634505777358	-0.0788536363660377	0.238243135684906	-0.0852650724358491	0.103549418471698	-0.0651074627358491	-0.0782926317207547	-0.0739063570584906	-0.139938512454717	0.871963798301887	0.213716305739623	0.188531695981132	-0.988069341132075	-0.949792572075472	-0.971661610754717	-0.988561196415094	-0.952046546226415	-0.972093686037736	0.801406983773585	0.193196068149057	0.186351602245283	0.889230720188679	0.218846161509434	0.185848847962264	-0.057230097754717	0.669392312264151	-0.833923009056604	-0.924338901886792	-0.990083376981132	-0.959848970754717	-0.973677270566038	-0.814629446622641	-0.592707986450943	-0.682733698679245	-0.452940434584906	0.490929264566038	-0.529245117924528	0.567964229056604	-0.375363589269811	0.334160229148491	-0.333515714140038	0.350583329483019	-0.357991071754717	0.378983189754717	-0.399698267320755	0.417642339056604	-0.55821729509434	0.0120653684075472	-0.166800729377358	0.0761777324716981	-0.000213838552075472	0.00833400761716981	-0.980335163584906	-0.966766643396226	-0.983441609622641	NA
"53"	"STANDING"	"11"	0.277715562765957	-0.0171990886595745	-0.108686630425532	-0.994978878723404	-0.964173331702128	-0.986382712765957	-0.995974194255319	-0.964230933617021	-0.98648704212766	-0.936828318297872	-0.554519100638298	-0.815106313404255	0.846755654042553	0.678324933404255	0.839918649574468	-0.985155544468085	-0.999941440851064	-0.999164154680851	-0.999652064680851	-0.996579978297872	-0.970936346808511	-0.985366246595745	-0.666823082553191	-0.499933217361702	-0.558522584680851	0.280541629461702	-0.126105856821277	0.1461358819	0.0502118907446808	0.138399717571915	-0.125541066068085	0.246781139821277	-0.0779423575668085	0.301921329042553	-0.119266207714894	0.140963234780851	-0.117938979587234	0.0951316576510638	-0.118983769485106	-0.0057263752269149	0.956464535957447	-0.173082704680851	0.127198423404255	-0.994529398085106	-0.981047828723404	-0.989433253617021	-0.994756815957447	-0.981200123404255	-0.989701856170213	0.883102020425532	-0.190945164255319	0.120286658765957	0.97420741212766	-0.149734466808511	0.127535304702128	-0.269602208085106	0.881333431489362	-0.953331425106383	-0.962168800425532	-0.995487422340426	-0.982069176382979	-0.99072785106383	-0.940950101702128	-1	-0.709706947021277	-0.338652440957447	0.359746682242553	-0.380925696395745	0.402284977106383	-0.387019210212766	0.343247138957447	-0.339193516425532	0.352708174446809	-0.277081763419149	0.291887540664255	-0.306484433370213	0.31856519596383	0.277362115485319	-0.410221230180851	0.111656315134043	0.0760097721914894	0.0124130965551064	-0.00074591623212766	-0.992527404255319	-0.979428279574468	-0.990132989574468	NA
